task_id,project_id,name_x,name_y,project_manager_id,budget,status,is_active,is_successful,start_date,end_date,id,person_id,date,hours,id_log,date_log,hours_log,allocated_task_id,name,rate,start_date_person,end_date_person,working_hours_sunday,working_hours_monday,working_hours_tuesday,working_hours_wedday,working_hours_thursday,working_hours_friday,working_hours_saturday,tag_id,name_tag
73,27,Deploy,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,1,14,2024-03-24,8.0,1,2024-03-24,8.0,1,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
73,27,Deploy,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,1,14,2024-03-24,8.0,2,2024-03-25,5.0,1,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
73,27,Deploy,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,1,14,2024-03-24,8.0,3,2024-03-26,5.0,1,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
73,27,Deploy,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,1,14,2024-03-24,8.0,4,2024-03-27,8.0,1,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
73,27,Deploy,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,2,19,2024-03-24,15.0,5,2024-03-24,3.0,2,Samuel Thompson,150.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
73,27,Deploy,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,2,19,2024-03-24,15.0,6,2024-03-25,8.0,2,Samuel Thompson,150.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
73,27,Deploy,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,2,19,2024-03-24,15.0,7,2024-03-26,6.0,2,Samuel Thompson,150.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
73,27,Deploy,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,2,19,2024-03-24,15.0,8,2024-03-27,8.0,2,Samuel Thompson,150.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
74,27,Build,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,3,3,2024-03-24,19.0,9,2024-03-24,3.0,3,Cathy Dylan,110.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
74,27,Build,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,3,3,2024-03-24,19.0,10,2024-03-25,5.0,3,Cathy Dylan,110.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
74,27,Build,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,3,3,2024-03-24,19.0,11,2024-03-26,5.0,3,Cathy Dylan,110.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
74,27,Build,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,4,2,2024-03-24,10.0,12,2024-03-24,8.0,4,Bob Clark,90.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
74,27,Build,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,4,2,2024-03-24,10.0,13,2024-03-25,7.0,4,Bob Clark,90.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
74,27,Build,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,4,2,2024-03-24,10.0,14,2024-03-26,8.0,4,Bob Clark,90.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
74,27,Build,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,4,2,2024-03-24,10.0,15,2024-03-27,2.0,4,Bob Clark,90.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
75,27,Review,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,5,15,2024-03-24,22.0,16,2024-03-24,7.0,5,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
75,27,Review,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,5,15,2024-03-24,22.0,17,2024-03-25,3.0,5,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
75,27,Review,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,5,15,2024-03-24,22.0,18,2024-03-26,6.0,5,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
75,27,Review,Synthetic_1,17,6000.0,Completed,0,1.0,2024-03-24,2024-04-07,5,15,2024-03-24,22.0,19,2024-03-27,5.0,5,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,122,Skill: Accessibility
76,28,Deploy,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,6,25,2024-03-31,18.0,20,2024-03-31,4.0,6,Yvonne Zimmerman,160.0,2023-05-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
76,28,Deploy,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,6,25,2024-03-31,18.0,20,2024-03-31,4.0,6,Yvonne Zimmerman,160.0,2023-05-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
76,28,Deploy,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,6,25,2024-03-31,18.0,21,2024-04-01,3.0,6,Yvonne Zimmerman,160.0,2023-05-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
76,28,Deploy,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,6,25,2024-03-31,18.0,21,2024-04-01,3.0,6,Yvonne Zimmerman,160.0,2023-05-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
76,28,Deploy,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,6,25,2024-03-31,18.0,22,2024-04-02,8.0,6,Yvonne Zimmerman,160.0,2023-05-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
76,28,Deploy,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,6,25,2024-03-31,18.0,22,2024-04-02,8.0,6,Yvonne Zimmerman,160.0,2023-05-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
76,28,Deploy,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,6,25,2024-03-31,18.0,23,2024-04-03,6.0,6,Yvonne Zimmerman,160.0,2023-05-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
76,28,Deploy,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,6,25,2024-03-31,18.0,23,2024-04-03,6.0,6,Yvonne Zimmerman,160.0,2023-05-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
77,28,Build,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,7,7,2024-03-31,24.0,24,2024-03-31,6.0,7,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
77,28,Build,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,7,7,2024-03-31,24.0,24,2024-03-31,6.0,7,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
77,28,Build,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,7,7,2024-03-31,24.0,25,2024-04-01,2.0,7,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
77,28,Build,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,7,7,2024-03-31,24.0,25,2024-04-01,2.0,7,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
77,28,Build,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,8,22,2024-03-31,15.0,26,2024-03-31,5.0,8,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
77,28,Build,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,8,22,2024-03-31,15.0,26,2024-03-31,5.0,8,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
77,28,Build,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,8,22,2024-03-31,15.0,27,2024-04-01,6.0,8,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
77,28,Build,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,8,22,2024-03-31,15.0,27,2024-04-01,6.0,8,Victoria Williams,170.0,2023-04-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
78,28,Design,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,9,9,2024-03-31,23.0,28,2024-03-31,7.0,9,Isabelle Johnson,160.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
78,28,Design,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,9,9,2024-03-31,23.0,28,2024-03-31,7.0,9,Isabelle Johnson,160.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
78,28,Design,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,9,9,2024-03-31,23.0,29,2024-04-01,5.0,9,Isabelle Johnson,160.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
78,28,Design,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,9,9,2024-03-31,23.0,29,2024-04-01,5.0,9,Isabelle Johnson,160.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
78,28,Design,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,9,9,2024-03-31,23.0,30,2024-04-02,8.0,9,Isabelle Johnson,160.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
78,28,Design,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,9,9,2024-03-31,23.0,30,2024-04-02,8.0,9,Isabelle Johnson,160.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
78,28,Design,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,9,9,2024-03-31,23.0,31,2024-04-03,5.0,9,Isabelle Johnson,160.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
78,28,Design,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,9,9,2024-03-31,23.0,31,2024-04-03,5.0,9,Isabelle Johnson,160.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,10,3,2024-03-31,24.0,32,2024-03-31,5.0,10,Cathy Dylan,110.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,10,3,2024-03-31,24.0,32,2024-03-31,5.0,10,Cathy Dylan,110.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,10,3,2024-03-31,24.0,33,2024-04-01,2.0,10,Cathy Dylan,110.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,10,3,2024-03-31,24.0,33,2024-04-01,2.0,10,Cathy Dylan,110.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,11,12,2024-03-31,14.0,34,2024-03-31,8.0,11,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,11,12,2024-03-31,14.0,34,2024-03-31,8.0,11,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,11,12,2024-03-31,14.0,35,2024-04-01,3.0,11,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,11,12,2024-03-31,14.0,35,2024-04-01,3.0,11,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,11,12,2024-03-31,14.0,36,2024-04-02,6.0,11,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,11,12,2024-03-31,14.0,36,2024-04-02,6.0,11,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,11,12,2024-03-31,14.0,37,2024-04-03,8.0,11,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
79,28,Review,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,11,12,2024-03-31,14.0,37,2024-04-03,8.0,11,Lucas Martin,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
80,28,Plan,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,12,7,2024-03-31,18.0,38,2024-03-31,5.0,12,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
80,28,Plan,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,12,7,2024-03-31,18.0,38,2024-03-31,5.0,12,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
80,28,Plan,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,12,7,2024-03-31,18.0,39,2024-04-01,7.0,12,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
80,28,Plan,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,12,7,2024-03-31,18.0,39,2024-04-01,7.0,12,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
80,28,Plan,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,12,7,2024-03-31,18.0,40,2024-04-02,6.0,12,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
80,28,Plan,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,12,7,2024-03-31,18.0,40,2024-04-02,6.0,12,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
80,28,Plan,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,12,7,2024-03-31,18.0,41,2024-04-03,4.0,12,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,2,Technical Debt
80,28,Plan,Synthetic_2,17,4000.0,Completed,0,0.0,2024-03-31,2024-04-12,12,7,2024-03-31,18.0,41,2024-04-03,4.0,12,Grace Harris,120.0,2023-02-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,114,Location: Remote
81,29,Build,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,13,2,2024-04-07,20.0,42,2024-04-07,7.0,13,Bob Clark,90.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
81,29,Build,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,13,2,2024-04-07,20.0,43,2024-04-08,8.0,13,Bob Clark,90.0,2023-01-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
82,29,Design,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,14,15,2024-04-07,11.0,44,2024-04-07,6.0,14,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
82,29,Design,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,14,15,2024-04-07,11.0,45,2024-04-08,5.0,14,Olivia Parker,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
82,29,Design,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,15,14,2024-04-07,23.0,46,2024-04-07,6.0,15,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
82,29,Design,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,15,14,2024-04-07,23.0,47,2024-04-08,5.0,15,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
82,29,Design,Synthetic_3,11,6000.0,Confirmed,0,0.0,2024-04-07,2024-04-24,15,14,2024-04-07,23.0,48,2024-04-09,6.0,15,Nicholas Odin,130.0,2023-03-01,,0.0,8.0,8.0,8.0,8.0,8.0,0.0,115,Skill: MySQL
